Decade;Year;Issue;Model;aka;Ethnicity;"Eye 
Color";"Hair 
Color";Birthdate;Age;"Bra 
Size";"Cup
Value";"Cup 
Size";"Bust 
(in)";"Waist 
(in)";"Hips 
(in)";"Height 
(in)";"Height 
(m)";"Weight 
(lbs)";"Weight 
(Kg)";BMI;USA;Place of Birth
1980;1982;1982-ago;Cathy St. George;;;;Blonde;23/08/1954;28;34C;2;C;34;22;34;64;1,63;102;46;17,51;Y;Norfolk, Virginia, United States
1980;1982;1982-set;Connie Brighton;;;;Blonde;14/05/1959;23;34C;2;C;34;22;35;67;1,70;115;52;18,01;Y;Wichita Falls, Texas, United States
1980;1982;1982-ott;Marianne Gravatte;;;;Blonde;13/12/1959;23;34D;3;D;34;21;32;68;1,73;105;48;15,97;Y;Hollywood, California, United States
1980;1982;1982-nov;Marlene Janssen;;;;Blonde;02/09/1958;24;34C;2;C;34;24;34;69;1,75;125;57;18,46;Y;Rock Island, Illinois, United States
1980;1982;1982-dic;Charlotte Kemp;;;;Brunette;27/01/1961;21;34DD;4;DD;34;23;34;69;1,75;116;53;17,13;Y;Omaha, Nebraska, United States
1980;1983;1983-gen;Lonny Chin;;;;Brunette;12/08/1960;23;36D;3;D;36;22;35;67;1,70;118;54;18,48;N;Liverpool, United Kingdom
1980;1983;1983-feb;Melinda Mays;;;;Blonde;23/02/1962;21;35B;1;B;35;23;34;64;1,63;101;46;17,34;Y;Augusta, Georgia, United States
1980;1983;1983-mar;Alana Soares;;;Brown;Brunette;21/02/1964;19;34DD;4;DD;34;22;32;62;1,57;103;47;18,84;Y;Redondo Beach, California, United States
1980;1983;1983-apr;Christina Ferguson;;;;Brunette;18/03/1964;19;34B;1;B;34;22;33;64;1,63;105;48;18,02;Y;Phoenix, Arizona, United States
1980;1983;1983-mag;Susie Scott Krabacher;;;;Blonde;02/11/1963;20;34B;1;B;34;23;34;65;1,65;108;49;17,97;Y;San Diego, California, United States
1980;1983;1983-giu;Jolanda Egger;;;;Brunette;01/08/1960;23;38C;2;C;38;25;38;69;1,75;126;57;18,61;N;Luzern, Switzerland
1980;1983;1983-lug;Ruth Guerri;;;;Blonde;12/02/1958;25;35C;2;C;35;22;34;65;1,65;108;49;17,97;Y;St. Louis, Missouri, United States
1980;1983;1983-ago;Carina Persson;;;;Brunette;14/06/1958;25;34C;2;C;34;24;34;63;1,60;100;45;17,71;N;Stockholm, Sweden
1980;1983;1983-set;Barbara Edwards;;;;Brunette;26/06/1960;23;35D;3;D;35;23;34;65;1,65;105;48;17,47;Y;Albuquerque, New Mexico, United States
1980;1983;1983-ott;Tracy Vaccaro;;;;Blonde;04/05/1962;21;35C;2;C;35;24;35;68;1,73;118;54;17,94;Y;Glendale, California, United States
1980;1983;1983-nov;Veronica Gamba;;;;Brunette;28/10/1963;20;34C;2;C;34;22;34;68;1,73;112;51;17,03;N;Buenos Aires, Argentina
1980;1983;1983-dic;Terry Nihen;;;;Brunette;17/09/1960;23;35D;3;D;35;23;33;66;1,68;100;45;16,14;Y;Concord, Massachusetts, United States
1980;1984;1984-gen;Penny Baker;;;;Blonde;05/10/1965;19;35D;3;D;35;22;34;68;1,73;115;52;17,49;Y;Buffalo, New York, United States
1980;1984;1984-feb;Justine Greiner;;;;Brunette;19/11/1963;21;36D;3;D;36;25;35;69;1,75;120;54;17,72;Y;Boston, Massachusetts, United States
1980;1984;1984-mar;Dona Speir;;;;Blonde;07/02/1964;20;37DD;4;DD;37;24;35;67;1,70;118;54;18,48;Y;Norwalk, California, United States
1980;1984;1984-apr;Lesa Ann Pedriana;;;;Blonde;24/11/1962;22;34B;1;B;34;22;32;65;1,65;108;49;17,97;Y;Milwaukee, Wisconsin, United States
1980;1984;1984-mag;Patty Duffek;;;;Brunette;27/08/1963;21;36DD;4;DD;36;23;32;65;1,65;107;49;17,81;Y;Woodland Hills, California, United States
1980;1984;1984-giu;Tricia Lange;;;;Blonde;24/04/1957;27;36C;2;C;36;22;34;67;1,70;110;50;17,23;Y;Hollywood, California, United States
1980;1984;1984-lug;Liz Stewart;;;;Brunette;03/07/1961;23;35C;2;C;35;23;34;67;1,70;116;53;18,17;Y;San Francisco, California, United States
1980;1984;1984-ago;Suzi Schott;;;;Brunette;19/07/1961;23;36B;1;B;36;24;36;69;1,75;115;52;16,98;Y;Springfield, Illinois, United States
1980;1984;1984-set;Kimberly Evenson;;;Hazel;Blonde;03/11/1962;22;36D;3;D;36;25;35;63;1,60;105;48;18,60;N;Bremerhaven, Germany
1980;1984;1984-ott;Debi Johnson;;;;Brunette;13/03/1958;26;35D;3;D;35;21;34;65;1,65;102;46;16,97;Y;Torrance, California, United States
1980;1984;1984-nov;Roberta Vasquez;;;Brown;Brunette;13/02/1963;21;40F;6;F;40;25;36;68;1,73;125;57;19,01;Y;Los Angeles, California, United States
1980;1984;1984-dic;Karen Velez;;;;Brunette;27/01/1961;23;37DD;4;DD;37;23;35;67;1,70;118;54;18,48;Y;Rockville Centre, New York, United States
1980;1985;1985-gen;Joan Bennett;;;;Blonde;30/08/1964;21;36C;2;C;36;24;35;68;1,73;118;54;17,94;Y;Chicago, Illinois, United States
1980;1985;1985-feb;Cherie Witter;;;;Brunette;22/10/1963;22;34C;2;C;34;23;34;69;1,75;117;53;17,28;Y;Everett, Washington, United States
1980;1985;1985-mar;Donna Smith;;;;Blonde;15/03/1960;25;37C;2;C;37;24;35;67;1,70;105;48;16,45;Y;Portland, Oregon, United States
1980;1985;1985-apr;Cindy Brooks;;;;Blonde;05/11/1951;34;34D;3;D;34;23;34;67;1,70;114;52;17,85;Y;Gettysburg, Pennsylvania, United States
1980;1985;1985-mag;Kathy Shower;;;;Blonde;08/03/1953;32;35C;2;C;35;24;35;69;1,75;122;55;18,02;Y;Brookville, Ohio, United States
1980;1985;1985-giu;Devin DeVasquez;;;;Brunette;25/06/1963;22;34C;2;C;34;22;34;67;1,70;110;50;17,23;Y;Baton Rouge, Louisiana, United States
1980;1985;1985-lug;Hope Marie Carlton;;;;Blonde;03/03/1966;19;36C;2;C;36;22;32;67;1,70;112;51;17,54;Y;Riverhead, New York, United States
1980;1985;1985-ago;Cher Butler;;;;Blonde;06/03/1964;21;38DD;4;DD;38;24;35;67;1,70;123;56;19,26;Y;Garland, Texas, United States
1980;1985;1985-set;Venice Kong;;;;Brunette;17/12/1961;24;34C;2;C;34;24;34;65;1,65;105;48;17,47;N;St. Marie, Jamaica
1980;1985;1985-ott;Cynthia Brimhall;;;;Brunette;10/03/1964;21;36D;3;D;36;25;36;69;1,75;125;57;18,46;Y;Ogden, Utah, United States
1980;1985;1985-nov;Pamela Annette Saunders;;;;Blonde;09/07/1963;22;36C;2;C;36;24;35;65;1,65;110;50;18,30;Y;Miami, Florida, United States
1980;1985;1985-dic;Carol Ficatier;;;;Brunette;20/02/1958;27;35C;2;C;35;24;35;67;1,70;118;54;18,48;N;Auxerre, France
1980;1986;1986-gen;Sherry Arnett;;;;Brunette;02/10/1964;22;36C;2;C;36;22;34;65;1,65;104;47;17,31;Y;St. Louis, Missouri, United States
1980;1986;1986-feb;Julie McCullough;;;;Blonde;30/01/1965;21;36D;3;D;36;24;35;67;1,70;115;52;18,01;Y;Honolulu, Hawaii, United States
1980;1986;1986-mar;Kim Morris;;;;Blonde;07/10/1958;28;35C;2;C;35;23;35;66;1,68;118;54;19,05;Y;San Diego, California, United States
1980;1986;1986-apr;Teri Weigel;;;;Brunette;24/02/1962;24;34B;1;B;34;21;34;67;1,70;108;49;16,92;Y;Fort Lauderdale, Florida, United States
1980;1986;1986-mag;Christine Richters;;;;Blonde;03/08/1966;20;34D;3;D;34;24;34;66;1,68;107;49;17,27;Y;Fullerton, California, United States
1980;1986;1986-giu;Rebecca Ferratti;;;;Brunette;27/11/1964;22;34C;2;C;34;24;34;65;1,65;105;48;17,47;Y;Helena, Montana, United States
1980;1986;1986-lug;Lynne Austin;;;;Blonde;15/04/1961;25;35C;2;C;35;24;35;66;1,68;110;50;17,75;Y;Plant City, Florida, United States
1980;1986;1986-ago;Ava Fabian;;;Brown;Brunette;04/04/1962;24;36D;3;D;36;24;34;67;1,70;114;52;17,85;Y;Brewster, New York, United States
1980;1986;1986-set;Rebekka Armstrong;;;;Blonde;20/02/1967;19;34C;2;C;34;23;32;67;1,70;110;50;17,23;Y;Bakersfield, California, United States
1980;1986;1986-ott;Katherine Hushaw;;;;Blonde;23/10/1963;23;35B;1;B;35;23;34;66;1,68;107;49;17,27;Y;Anaheim, California, United States
1980;1986;1986-nov;Donna Edmondson;;;;Blonde;01/02/1966;20;36D;3;D;36;23;35;70;1,78;127;58;18,22;Y;Greensborough, North Carolina, United States
1980;1986;1986-dic;Laurie Carr;;;;Blonde;11/12/1965;21;34C;2;C;34;21;33;67;1,70;103;47;16,13;Y;Dallas, Texas, United States
1980;1987;1987-gen;Luann Lee;;;;Blonde;28/01/1961;26;35C;2;C;35;23;34;65;1,65;105;48;17,47;Y;Santa Monica, California, United States
1980;1987;1987-feb;Julie Peterson;;;;Blonde;29/09/1964;23;38D;3;D;38;24;36;68;1,73;130;59;19,77;Y;Havre de Grace, Maryland, United States
1980;1987;1987-mar;Marina Baker;;;;Brunette;08/12/1967;20;34F;6;F;34;23;35;67;1,70;;;;N;Windsor, United Kingdom
1980;1987;1987-apr;Anna Clark;;;Brown;Brunette;19/10/1966;21;32D;3;D;32;23;34;61;1,55;98;44;18,52;Y;San Francisco, California, United States
1980;1987;1987-mag;Kymberly Paige;;;;Blonde;06/04/1966;21;34C;2;C;34;24;35;68;1,73;120;54;18,25;Y;Newport Beach, California, United States
1980;1987;1987-giu;Sandy Greenberg;;;;Blonde;22/07/1958;29;35D;3;D;35;21;33;67;1,70;107;49;16,76;Y;Spokane, Washington, United States
1980;1987;1987-lug;Carmen Berg;;;;Blonde;17/08/1963;24;35C;2;C;35;23;35;67;1,70;115;52;18,01;Y;Bismarck, North Dakota, United States
1980;1987;1987-ago;Sharry Konopski;;;;Brunette;02/12/1967;20;32DD;4;DD;32;22;34;62;1,57;100;45;18,29;Y;Longview, Washington, United States
1980;1987;1987-set;Gwen Hajek;;;;Blonde;18/11/1966;21;36D;3;D;36;24;36;67;1,70;118;54;18,48;Y;Shreveport, Louisiana, United States
1980;1987;1987-ott;Brandi Brandt;;;;Brunette;02/11/1968;19;36C;2;C;36;24;35;65;1,65;105;48;17,47;Y;Santa Clara, California, United States
1980;1987;1987-nov;Pam Stein;;;;Blonde;13/08/1963;24;34C;2;C;34;23;34;65;1,65;105;48;17,47;Y;Syracuse, New York, United States
1980;1987;1987-dic;India Allen;;;;Blonde;01/06/1965;22;35D;3;D;35;24;34;71;1,80;127;58;17,71;Y;Portsmouth, Indiana, United States
1980;1988;1988-gen;Kimberley Conrad;;;;Blonde;06/08/1963;25;36D;3;D;36;24;36;69;1,75;122;55;18,02;Y;Moulton, Alabama, United States
1980;1988;1988-feb;Kari Kennell;;;;Brunette;21/06/1964;24;34C;2;C;34;22;33;65;1,65;101;46;16,81;Y;Colorado Springs, Colorado, United States
1980;1988;1988-mar;Susie Owens;;;;Blonde;28/05/1956;32;35C;2;C;35;25;35;68;1,73;117;53;17,79;Y;Arkansas City, Kansas, United States
1980;1988;1988-apr;Eloise Broady;;;;Blonde;13/05/1957;31;36C;2;C;36;25;35;68;1,73;125;57;19,01;Y;Houston, Texas, United States
1980;1988;1988-mag;Diana Lee;;;;Brunette;11/05/1961;27;36C;2;C;36;24;35;67;1,70;118;54;18,48;Y;Seattle, Washington, United States
1980;1988;1988-giu;Emily Arth;;;;Brunette;18/10/1960;28;35C;2;C;35;24;35;67;1,70;110;50;17,23;Y;Evanston, Illinois, United States
1980;1988;1988-lug;Terri Lynn Doss;;;;Blonde;04/09/1965;23;36C;2;C;36;22;32;67;1,70;109;49;17,07;Y;Chicago, Illinois, United States
1980;1988;1988-ago;Helle Michaelsen;;;;Blonde;02/11/1968;20;35D;3;D;35;24;34;66;1,68;;;;N;Aalborg, Denmark
1980;1988;1988-set;Laura Richmond;;;;Redhead;23/08/1966;22;36C;2;C;36;25;34;63;1,60;105;48;18,60;Y;Fort Dix, New Jersey, United States
1980;1988;1988-ott;Shannon Long;;;Blue;Brunette;11/02/1969;19;36D;3;D;36;21;32;63;1,60;94;43;16,65;N;Gladstone, Australia
1980;1988;1988-nov;Pia Reyes;;;;Brunette;03/07/1964;24;36B;1;B;36;24;35;69;1,75;123;56;18,16;N;Manila, Philippines
1980;1988;1988-dic;Kata Karkkainen;;;;Brunette;27/10/1968;20;35C;2;C;35;24;35;66;1,68;115;52;18,56;N;Helsinki, Finland
1980;1989;1989-gen;Fawna MacLaren;;;;Brunette;18/12/1965;24;35D;3;D;35;24;35;70;1,78;122;55;17,50;Y;Santa Monica, California, United States
1980;1989;1989-feb;Simone Eden;;;;Blonde;14/06/1970;19;37B;1;B;37;24;35;66;1,68;117;53;18,88;Y;Arcadia, California, United States
1980;1989;1989-mar;Laurie Wood;;;Brown;Brunette;23/06/1967;22;37D;3;D;37;25;36;70;1,78;125;57;17,94;Y;Orange, California, United States
1980;1989;1989-apr;Jennifer Lyn Jackson;;;;Brunette;21/03/1969;20;38C;2;C;38;24;34;67;1,70;117;53;18,32;Y;Cleveland, Ohio, United States
1980;1989;1989-mag;Monique Noel;;;;Blonde;28/04/1967;22;36D;3;D;36;23;35;67;1,70;114;52;17,85;Y;Salem, Oregon, United States
1980;1989;1989-giu;Tawnni Cable;;;;Brunette;01/05/1967;22;36D;3;D;36;24;34;69;1,75;120;54;17,72;Y;Salem, Oregon, United States
1980;1989;1989-lug;Erika Eleniak;;;;Blonde;29/09/1969;20;34C;2;C;34;24;32;65;1,65;108;49;17,97;Y;Glendale, California, United States
1980;1989;1989-ago;Gianna Amore;;;;Blonde;05/04/1968;21;38C;2;C;38;24;34;67;1,70;110;50;17,23;Y;Warwick, Rhode Island, United States
1980;1989;1989-set;Karin van Breeschooten;;;;Blonde;15/11/1970;19;36C;2;C;36;24;34;65;1,65;104;47;17,31;N;Rotterdam, The Netherlands
1980;1989;1989-set;Mirjam van Breeschooten;;;;Blonde;15/11/1970;19;36C;2;C;36;24;34;65;1,65;104;47;17,31;N;Rotterdam, The Netherlands
1980;1989;1989-ott;Karen Foster;;;;Blonde;21/04/1965;24;36D;3;D;36;21;32;64;1,63;105;48;18,02;Y;Lufkin, Texas, United States
1980;1989;1989-nov;Renee Tenison;;;;Brunette;02/12/1968;21;36D;3;D;36;23;32;66;1,68;112;51;18,08;Y;Caldwell, Idaho, United States
1980;1989;1989-dic;Petra Verkaik;;;Hazel;Brunette;04/11/1966;23;37DD;4;DD;37;24;35;68;1,73;120;54;18,25;Y;Los Angeles, California, United States
1990;1990;1990-gen;Peggy McIntaggart;;;;Blonde;06/09/1961;29;36DD;4;DD;36;23;35;67;1,70;115;52;18,01;N;Midland, Canada
1990;1990;1990-feb;Pamela Anderson;;;Blue;Blonde;01/07/1967;23;36D;3;D;36;24;36;67;1,70;105;48;16,45;N;Ladysmith, Canada
1990;1990;1990-mar;Deborah Driggs;;;Brown;Brunette;13/12/1963;27;34C;2;C;34;23;34;66;1,68;110;50;17,75;Y;Oakland, California, United States
1990;1990;1990-apr;Lisa Matthews;;;;Blonde;24/09/1969;21;37C;2;C;37;24;36;69;1,75;120;54;17,72;Y;Peoria, Illinois, United States
1990;1990;1990-mag;Tina Bockrath;;;;Blonde;30/06/1967;23;34C;2;C;34;24;36;68;1,73;125;57;19,01;Y;Dayton, Ohio, United States
1990;1990;1990-giu;Bonnie Marino;;;;Brunette;20/12/1961;29;35C;2;C;35;24;35;69;1,75;128;58;18,90;Y;Cleveland, Ohio, United States
1990;1990;1990-lug;Jacqueline Sheen;;;;Blonde;03/03/1963;27;36D;3;D;36;24;34;64;1,63;113;51;19,40;Y;Dallas, Texas, United States
1990;1990;1990-ago;Melissa Evridge;;;;Blonde;02/11/1968;22;34B;1;B;34;24;35;66;1,68;113;51;18,24;Y;Lexington, Kentucky, United States
1990;1990;1990-set;Kerri Kendall;;;;Blonde;25/09/1970;20;36D;3;D;36;22;33;66;1,68;110;50;17,75;Y;San Diego, California, United States
1990;1990;1990-ott;Alison Armitage;Brittany York;;;Brunette;26/02/1965;25;36C;2;C;36;24;34;66;1,68;120;54;19,37;N;London, United Kingdom
1990;1990;1990-nov;Lorraine Olivia;;;;Brunette;20/02/1968;22;34DD;4;DD;34;24;32;66;1,68;112;51;18,08;Y;Geneva, Illinois, United States
1990;1990;1990-dic;Morgan Fox;;;;Blonde;28/05/1970;20;38D;3;D;38;24;34;71;1,80;126;57;17,57;N;Prince George, Canada
1990;1991;1991-gen;Stacy Arthur;;;;Blonde;04/06/1968;23;36D;3;D;36;23;35;67;1,70;115;52;18,01;Y;Naperville, Illinois, United States
1990;1991;1991-feb;Cristy Thom;;;;Brunette;08/09/1971;20;36C;2;C;36;23;36;66;1,68;110;50;17,75;Y;Los Angeles, California, United States
1990;1991;1991-mar;Julie Clarke;;;;Blonde;11/08/1971;20;34C;2;C;34;22;32;65;1,65;110;50;18,30;Y;Tucson, Arizona, United States
1990;1991;1991-apr;Christina Leardini;;;;Brunette;22/01/1969;22;34C;2;C;34;23;34;68;1,73;109;49;16,57;Y;St. Petersburg, Florida, United States
1990;1991;1991-mag;Carrie Jean Yazel;;;;Blonde;30/11/1969;22;36D;3;D;36;24;34;68;1,73;120;54;18,25;Y;Huntington Beach, California, United States
1990;1991;1991-giu;Saskia Linssen;;;;Redhead;16/02/1970;21;38D;3;D;38;27;38;69;1,75;130;59;19,20;N;Venlo, The Netherlands
1990;1991;1991-lug;Wendy Kaye;;;;Blonde;05/05/1972;19;34DD;4;DD;34;23;35;66;1,68;112;51;18,08;Y;Memphis, Texas, United States
1990;1991;1991-ago;Corinna Harney;;;Blue;Brunette;20/02/1972;19;34C;2;C;34;22;34;63;1,60;105;48;18,60;N;Bremerhaven, Germany
1990;1991;1991-set;Samantha Dorman;;;;Brunette;21/03/1968;23;36D;3;D;36;25;36;70;1,78;135;61;19,37;Y;Lakeland, Florida, United States
1990;1991;1991-ott;Cheryl Bachman;;;Blue;Brunette;18/11/1969;22;34DD;4;DD;34;22;35;66;1,68;110;50;17,75;Y;Jacksonville, Florida, United States
1990;1991;1991-nov;Tonja Christensen;;;;Blonde;03/09/1971;20;34B;1;B;34;23;34;67;1,70;108;49;16,92;Y;Salt Lake City, Utah, United States
1990;1991;1991-dic;Wendy Hamilton;;;;Brunette;20/12/1967;24;35D;3;D;35;24;36;70;1,78;120;54;17,22;Y;Detroit, Michigan, United States
1990;1992;1992-gen;Suzi Simpson;;;;Blonde;16/11/1968;24;36D;3;D;36;23;34;65;1,65;100;45;16,64;N;Athens, Greece
1990;1992;1992-feb;Tanya Beyer;;;;Blonde;04/06/1971;21;36C;2;C;36;25;35;69;1,75;123;56;18,16;Y;St. Paul, Minnesota, United States
1990;1992;1992-mar;Tylyn John;;;;Brunette;31/07/1966;26;34C;2;C;34;23;34;66;1,68;116;53;18,72;Y;Encino, California, United States
1990;1992;1992-apr;Cady Cantrell;;;;Blonde;12/09/1972;20;36DD;4;DD;36;24;36;67;1,70;118;54;18,48;Y;Lanett, Alabama, United States
1990;1992;1992-mag;Anna Nicole Smith;;;Brown;Blonde;28/11/1967;25;36DD;4;DD;36;26;38;71;1,80;140;64;19,53;Y;Mexia, Texas, United States
1990;1992;1992-giu;Angela Melini;;;Brown;Brunette;25/07/1969;23;36DD;4;DD;36;26;35;66;1,68;115;52;18,56;N;Saigon, Vietnam
1990;1992;1992-lug;Amanda Hope;;;Brown;Redhead;23/08/1969;23;35B;1;B;35;25;37;68;1,73;133;60;20,22;Y;Austin, Texas, United States
1990;1992;1992-ago;Ashley Allen;;;Brown;Blonde;07/02/1968;24;34C;2;C;34;24;34;69;1,75;123;56;18,16;Y;San Antonio, Texas, United States
1990;1992;1992-set;Morena Corwin;;;;Brunette;24/10/1969;23;34C;2;C;34;22;34;69;1,75;120;54;17,72;N;Seoul, South Korea
1990;1992;1992-ott;Tiffany Sloan;;;;Brunette;29/05/1973;19;36D;3;D;36;25;36;66;1,68;120;54;19,37;Y;Orange County, California, United States
1990;1992;1992-nov;Stephanie Adams;;;Brown;Brunette;24/07/1970;22;34C;2;C;34;24;34;69;1,75;115;52;16,98;Y;Orange, New Jersey, United States
1990;1992;1992-dic;Barbara Moore;;;Blue;Blonde;21/08/1968;24;36D;3;D;36;24;35;66;1,68;110;50;17,75;Y;Spokane, Washington, United States
1990;1993;1993-gen;Echo Leta Johnson;;;;Blonde;11/01/1974;19;36B;1;B;36;23;33;67;1,70;110;50;17,23;Y;Austin, Texas, United States
1990;1993;1993-feb;Jennifer LeRoy;;;;Brunette;07/01/1974;19;34C;2;C;34;24;35;70;1,78;120;54;17,22;Y;Craig, Colorado, United States
1990;1993;1993-mar;Kimberly Donley;;;Blue;Blonde;15/12/1965;28;34C;2;C;34;24;34;68;1,73;115;52;17,49;Y;Aurora, Illinois, United States
1990;1993;1993-apr;Nicole Wood;;;Brown;Blonde;04/02/1970;23;36C;2;C;36;23;34;66;1,68;108;49;17,43;Y;Canton, Ohio, United States
1990;1993;1993-mag;Elke Jeinsen;;;;Blonde;25/07/1966;27;34B;1;B;34;24;34;69;1,75;118;54;17,43;N;Hanover, Germany
1990;1993;1993-giu;Alesha Oreskovich;;;Brown;Brunette;21/05/1972;21;36C;2;C;36;25;36;68;1,73;125;57;19,01;Y;Tampa, Florida, United States
1990;1993;1993-lug;Leisa Sheridan;;;;Blonde;28/05/1964;29;38D;3;D;38;26;34;67;1,70;118;54;18,48;Y;Omaha, Nebraska, United States
1990;1993;1993-ago;Jennifer J. Lavoie;;;Brown;Brunette;25/02/1971;22;32D;3;D;32;22;32;64;1,63;100;45;17,16;Y;New Hampshire, United States
1990;1993;1993-set;Carrie Westcott;;;;Blonde;12/12/1969;24;34C;2;C;34;24;35;69;1,75;120;54;17,72;Y;Mission Hills, Kansas, United States
1990;1993;1993-ott;Jenny McCarthy;;;Blue;Blonde;01/11/1972;21;38D;3;D;38;24;34;67;1,70;120;54;18,79;Y;Evergreen Park, Illinois, United States
1990;1993;1993-nov;Julianna Young;;;Brown;Blonde;19/09/1960;33;38DD;4;DD;38;21;34;69;1,75;110;50;16,24;Y;Fort Campbell, Kentucky, United States
1990;1993;1993-dic;Arlene Baxter;;;Blue;Blonde;27/11/1962;31;34C;2;C;34;26;36;71;1,80;130;59;18,13;Y;Oceanside, California, United States
1990;1994;1994-gen;Anna Marie Goddard;;;Blue;Blonde;13/01/1970;24;36C;2;C;36;24;35;69;1,75;124;56;18,31;N;Ysbrechtum, The Netherlands
1990;1994;1994-feb;Julie Lynn Cialini;;;;Blonde;14/11/1970;24;34B;1;B;34;24;35;71;1,80;126;57;17,57;Y;Rochester, New York, United States
1990;1994;1994-mar;Neriah Davis;;;Blue;Blonde;12/10/1972;22;36C;2;C;36;23;36;68;1,73;118;54;17,94;Y;Vallecito, California, United States
1990;1994;1994-apr;Becky DelosSantos;;;Blue;Brunette;16/08/1969;25;36C;2;C;36;24;36;70;1,78;130;59;18,65;Y;Boston, Massachusetts, United States
1990;1994;1994-mag;Shae Marks;;;Blue;Blonde;01/06/1972;22;34D;3;D;34;23;34;64;1,63;105;48;18,02;Y;New Orleans, Louisiana, United States
1990;1994;1994-giu;Elan Carter;;;;Brunette;03/07/1969;25;34C;2;C;34;24;35;69;1,75;124;56;18,31;Y;Nutley, New Jersey, United States
1990;1994;1994-lug;Traci Adell;;;Hazel;Brunette;17/02/1969;25;36D;3;D;36;24;36;71;1,80;130;59;18,13;Y;New Orleans, Louisiana, United States
1990;1994;1994-ago;Maria Checa;;;;Brunette;29/07/1970;24;32C;2;C;32;23;33;62;1,57;95;43;17,38;N;Bogotá, Colombia
1990;1994;1994-set;Kelly Gallagher;;;;Brunette;21/11/1967;27;34C;2;C;34;24;35;66;1,68;105;48;16,95;Y;Myrtle Beach, South Carolina, United States
1990;1994;1994-ott;Victoria Zdrok;;;Blue;Blonde;03/03/1973;21;36C;2;C;36;23;34;69;1,75;120;54;17,72;N;Kiev, Ukraine
1990;1994;1994-nov;Donna Perry;;;;Blonde;02/03/1971;23;34C;2;C;34;25;35;71;1,80;135;61;18,83;Y;Glendale, California, United States
1990;1994;1994-dic;Elisa Bridges;;;;Blonde;24/05/1973;21;34B;1;B;34;22;34;66;1,68;107;49;17,27;Y;Miami, Florida, United States
1990;1995;1995-gen;Melissa Holliday;;;;Blonde;30/10/1969;26;34D;3;D;34;24;34;66;1,68;110;50;17,75;Y;Greenwood, South Carolina, United States
1990;1995;1995-feb;Lisa Marie Scott;;;;Brunette;01/02/1974;21;34C;2;C;34;21;34;62;1,57;103;47;18,84;Y;Pensacola, Florida, United States
1990;1995;1995-mar;Stacy Sanches;;;;Brunette;04/09/1973;22;34C;2;C;34;24;36;70;1,78;130;59;18,65;Y;Dallas, Texas, United States
1990;1995;1995-apr;Danelle Marie Folta;;;;Brunette;19/04/1969;26;34C;2;C;34;24;35;70;1,78;124;56;17,79;Y;Hammond, Indiana, United States
1990;1995;1995-mag;Cynthia Gwyn Brown;;;;Brunette;25/11/1974;21;34C;2;C;34;23;34;65;1,65;112;51;18,64;Y;San Jose, California, United States
1990;1995;1995-giu;Rhonda Adams;;;;Blonde;27/11/1971;24;34C;2;C;34;24;33;67;1,70;106;48;16,60;Y;Columbus, Georgia, United States
1990;1995;1995-lug;Heidi Mark;;;;Blonde;18/02/1971;24;34C;2;C;34;23;33;67;1,70;106;48;16,60;Y;Columbus, Ohio, United States
1990;1995;1995-ago;Rachel Jean Marteen;;;;Brunette;31/01/1970;25;34B;1;B;34;24;35;67;1,70;123;56;19,26;Y;Atlanta, Georgia, United States
1990;1995;1995-set;Donna D'Errico;;;;Blonde;30/03/1968;27;34D;3;D;34;22;34;65;1,65;110;50;18,30;Y;Dothan, Alabama, United States
1990;1995;1995-ott;Alicia Rickter;;;;Brunette;21/09/1972;23;34B;1;B;34;23;34;68;1,73;110;50;16,73;Y;Long Beach, California, United States
1990;1995;1995-nov;Holly Witt;;;;Blonde;10/12/1968;27;34D;3;D;34;24;34;65;1,65;112;51;18,64;Y;Lima, Pennsylvania, United States
1990;1995;1995-dic;Samantha Torres;;;;Blonde;06/10/1973;22;34C;2;C;34;24;34;69;1,75;117;53;17,28;N;Ibiza, Spain
1990;1996;1996-gen;Victoria Fuller;;;Blue;Blonde;11/12/1970;26;36C;2;C;36;24;34;68;1,73;123;56;18,70;Y;Santa Barbara, California, United States
1990;1996;1996-feb;Kona Carmack;;;;Blonde;01/10/1976;20;34B;1;B;34;24;34;64;1,63;107;49;18,37;Y;Honolulu, Hawaii, United States
1990;1996;1996-mar;Priscilla Lee Taylor;;;;Blonde;15/08/1971;25;36D;3;D;36;25;34;68;1,73;118;54;17,94;Y;Miami, Florida, United States
1990;1996;1996-apr;Gillian Bonner;;;;Blonde;03/02/1966;30;34C;2;C;34;24;33;66;1,68;115;52;18,56;Y;Athens, Georgia, United States
1990;1996;1996-mag;Shauna Sand;;;Blue;Blonde;02/09/1971;25;33D;3;D;33;22;33;64;1,63;98;44;16,82;Y;San Diego, California, United States
1990;1996;1996-giu;Karin Taylor;;;Brown;Brunette;28/11/1971;25;34DD;4;DD;34;24;34;69;1,75;123;56;18,16;N;Kingston, Jamaica
1990;1996;1996-lug;Angel Boris;;;Green;Redhead;02/08/1974;22;34A;0,5;A;34;22;34;64;1,63;110;50;18,88;Y;Fort Lauderdale, Florida, United States
1990;1996;1996-ago;Jessica Lee;;;;Brunette;18/02/1975;21;34B;1;B;34;24;34;65;1,65;103;47;17,14;Y;Binghamton, New York, United States
